  1365	22:44 0 
  1366	22:45 0 
  1367	22:46 0 
  1368	22:47 0 
  1369	22:48 0 
  1370	22:49 0 
  1371	22:50 0 
  1372	22:51 0 
  1373	22:52 0 
  1374	22:53 0 
  1375	22:54 0 
  1376	22:55 0 
  1377	22:56 0 
  1378	22:57 0 
  1379	22:58 0 
  1380	22:59 0 
  1381	23:00 0 
  1382	23:01 0 
  1383	23:02 0 
  1384	23:03 0 
  1385	23:04 0 
  1386	23:05 0 
  1387	23:06 0 
  1388	23:07 0 
  1389	23:08 0 
  1390	23:09 0 
  1391	23:10 0 
  1392	23:11 0 
  1393	23:12 0 
  1394	23:13 0 
  1395	23:14 0 
  1396	23:15 0 
  1397	23:16 0 
  1398	23:17 0 
  1399	23:18 0 
  1400	23:19 0 
  1401	23:20 0 
  1402	23:21 0 
  1403	23:22 0 
  1404	23:23 0 
  1405	23:24 0 
  1406	23:25 0 
  1407	23:26 0 
  1408	23:27 0 
  1409	23:28 0 
  1410	23:29 0 
  1411	23:30 0 
  1412	23:31 0 
  1413	23:32 0 
  1414	23:33 0 
  1415	23:34 0 
  1416	23:35 0 
  1417	23:36 0 
  1418	23:37 0 
  1419	23:38 0 
  1420	23:39 0 
  1421	23:40 0 
  1422	23:41 0 
  1423	23:42 0 
  1424	23:43 0 
  1425	23:44 0 
  1426	23:45 0 
  1427	23:46 0 
  1428	23:47 0 
  1429	23:48 0 
  1430	23:49 0 
  1431	23:50 0 
  1432	23:51 0 
  1433	23:52 0 
  1434	23:53 0 
  1435	23:54 0 
  1436	23:55 0 
  1437	23:56 0 
  1438	23:57 0 
  1439	23:58 0 
  1440	23:59 0 
